,title,description,date,tag
0,CEO de OpenAI invierte u$s180 millones en negocio que promete alargar la vida humana," Sam Altman CEO de OpenAI, al igual que Jeff Bezos (Amazon) y Peter Thiel (PayPal), invirtió una enorme suma de dinero para contribuir con el alargamiento de la vida humana a través de la adquisición de equipos de biólogos, y ampliación del staff de genetistas, desarrolladores y otros científicos que trabajan en prolongar la juventud o, incluso, engañar a la muerte. De acuerdo a lo comentado en la revista MIT Technology Review, del Instituto de Tecnología de Massachusetts, Altman inyectó u$s180 millones en la empresa de biotecnología Retro Biosciences, con sede en San Francisco, que buscan sumar al menos 10 años más a la vida humana. Retro Biosciences anunció en abril de 2022 que había obtenido fondos millonarios para su misión, pero no reveló de dónde provenían. Desde su sitio web, la compañía se limitó a informar la cifra, al tiempo que aseguró que la financiación “nos llevará a nuestras primeras pruebas de concepto y asegurará el funcionamiento de la empresa durante la década”. En este contexto, se conoció que la inversión vino de Altman y que es una de las mayores montos de financiación externa de una sola persona en una startup anti-envejecimiento, destacó la revista del MIT en la víspera. Los fundadores de la empresa son veteranos en el mundo de la biotecnología. Joe Betts-LaCroix ha fundado dos empresas emergentes basadas en la investigación; mientras que Sheng Ding es investigador sénior en el Instituto Gladstone, donde se tratan afecciones degenerativas como la insuficiencia cardíaca, el VIH/SIDA y el Alzheimer. El tercer pilar de Retro Biosciences, Matthew Buckley, ha trabajado en las firmas de biotecnología y atención médica Illumina y Bayer Healthcare. Betts-LaCroix también fue socio a tiempo parcial de Y Combinator, una incubadora de empresas emergentes que Altman dirigió de 2014 a 2019. Altman se interesó por primera vez en la investigación de la salud después de leer sobre estudios en los que se revitalizó a ratones envejecidos con la sangre de ratones jóvenes.Retro es la primera gran inversión de Altman en biotecnología, pero no su primera gran inversión en la industria tech. En 2021, puso u$s375 millones en una nueva empresa de energía de fusión llamada Helion Energy, cuyo objetivo es producir energía limpia ilimitada. La decisión de mantener la participación de Altman en Retro como un asunto confidencial fue de Betts-LaCroix, que quería que la empresa labrara su propio camino. Altman estuvo de acuerdo, ya que trata de “ser muy cuidadoso de no eclipsar a los directores ejecutivos” con los que trabaja. Por su parte el empresario, un visionario destacado en Silicon Valley desde hace algunos años, dedica casi todo su tiempo a OpenAI, la empresa de inteligencia artificial cuyos chatbots y programas de arte digital con capacidades similares a las humanas han hecho convulsionar a la esfera tecnológica. Se diría que “saltó a la fama” el año pasado, con el lanzamiento de ChatGPT por OpenAI, un software que puede escribir poemas y responder preguntas. El avance de la IA, según Fortune, ha convertido a la empresa de apenas siete años en “un miembro inesperado del club de las superpotencias tecnológicas”. Altman, con 1.5 millones de seguidores en Twitter y un respaldo de u$s10 mil millones de Microsoft, se está colando poco a poco en las “grandes ligas” de la innovación y la ciencia. No aparece en la lista de Forbes, pero eso no significa que no sea extremadamente rico. Sus amplias inversiones han incluido participaciones iniciales en empresas como Stripe y Airbnb. Una de las razones por las que la investigación anti-envejecimiento puede parecer un área prometedora para la inversión es que no ha atraído muchos fondos en el pasado, señala MIT Technology Review. Casi una quinta parte del PIB de los Estados Unidos, US$ 4.3 billones, según los Centros de Servicios de Medicare y Medicaid, se gasta en atención médica y el cuidado de los ancianos. Una opinión generalizada entre los investigadores del campo es que si el envejecimiento pudiera retrasarse con un medicamento, podría ayudar a posponer una serie de enfermedades graves y mortales. ",2023-03-09,Empresas
1,Por qué el mercado sigue desconfiando de Intel," Intel Corporation ya no es el gigante indiscutible de la industria tecnológica que era hace algunas décadas. Actualmente, por su inestable situación financiera y la alta competencia del sector de los semiconductores, sus acciones perdieron un 62% de valor en menos de dos años y muy pocos participantes de Wall Street confían en su futuro. Bloomberg informó que sólo 9 de los 45 analistas que cubren Intel tienen una calificación equivalente a compra para sus acciones. Y con 11 calificaciones de venta, se encuentra separada del Nasdaq 100, donde más del 95% de compañías que le dan forma al índice tienen recomendaciones de comprar o mantener. Y dentro del grupo de analistas que son algo optimistas con Intel, la mayoría no espera una megarrecuperación. Por ejemplo, Srini Pajjuri, de Raymond James, explicó que es poco probable que los ""muchos problemas"" del fabricante de chips empeoren en el corto plazo. ""Creemos que la barra de 2023 es lo suficientemente baja y esperamos que la compañía se beneficie de los vientos de cola cíclicos y los recortes de costos agresivos"", expresó. Daniel Morgan, gerente de carteras en Synovus Trust, sostuvo que el odio actual hacia Intel recuerda las secuelas de la burbuja de las puntocom en 2002. No obstante, aclaró que ""no abandonará las acciones"". ""Vamos a ver si con el tiempo pueden superar este espacio difícil. Eventualmente, encuentras un fondo cuando se sobrevende tanto y todos se vuelven demasiado negativos"", concluyó. Invertir en Intel desde ArgentinaPara aquellos interesados, desde Argentina se puede invertir en Intel de manera rápida y sencilla. Solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NASDAQ: INTC), pero se pueden operar en pesos (BCBA: INTC) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2023-03-09,Empresas
2,Microsoft y Alphabet apuestan por la inteligencia artificial pero se quedan atrás en el rebote de las FAANG," Microsoft, el gigante tecnológico estadounidense, ha confirmado a finales de enero una inversión multianual de miles de millones de dólares correspondiente a la tercera fase de su asociación a largo plazo con OpenAI. Esta inversión tiene como objetivo acelerar los avances en Inteligencia Artificial (IA) y garantizar que estos beneficios se compartan ampliamente con el mundo. Este acuerdo sigue las inversiones anteriores en 2019 y 2021 y extiende la colaboración entre ambas empresas a través de la investigación y la supercomputación de IA, permitiendo a cada una comercializar de forma independiente las tecnologías de IA avanzadas resultantes. En 2019, Microsoft invirtió 1.000 millones de dólares en OpenAI, que necesita la financiación y el poder de la computación en la nube de Microsoft para procesar grandes volúmenes de datos y ejecutar los modelos cada vez más complejos de DALL-E y ChatGPT. Según fuentes estadounidenses, la inversión de Microsoft en OpenAI alcanzaría los 10.000 millones de dólares, elevando la valoración de la empresa a unos 29.000 millones de dólares. En febrero, Microsoft presentó las nuevas versiones de su motor de búsqueda Bing y su navegador Edge, que están impulsadas por Inteligencia Artificial sustentada por el chatbot ChatGPT desarrollado por OpenAI. Con estas actualizaciones, se añaden funciones mejoradas con respuestas ""más completas"", una nueva experiencia de chat y capacidad para generar contenido. La apuesta de Microsoft pasa por aumentar su cuota de mercado en el mercado mundial de las búsquedas, en el que apenas cuenta con un 3,02% gracias al uso de la inteligencia artificial, y desarrollar unas búsquedas más humanas donde el usuario pregunta al dispositivo por cuestiones más complejas y más abiertas respecto al uso actual de los motores de búsqueda. Google cuenta con una cuota de mercado a nivel mundial del 92%, según Statista. El gigante tecnológico Microsoft se anotó un beneficio neto de 16.425 millones de dólares en su segundo trimestre fiscal, finalizado en diciembre, lo que equivale a un retroceso del 12,5% en comparación con las ganancias del mismo periodo del ejercicio anterior, según se desprende de las cuentas trimestrales que ha publicado la empresa. En la presentación de sus cuentas, los directivos de la compañía fundada por Bill Gates animaron a Alphabet a seguir sus pasos y a lanzar su proyecto de inteligencia artificial. Alphabet-A recogió el guante, pero no salió bien parado del primer enfrentamiento frente a ChatGPT. La matriz de Google sufrió una caída en bolsa del 13% tras la presentación de Bard en las dos siguientes sesiones bursátiles después de que la tecnológica publicase un vídeo de su chat de inteligencia artificial en el que atribuía a la NASA el descubrimiento del primer exoplaneta pero en realidad fue la agencia europea ESA. La acogida en bolsa del ChatGPT de Microsoft fue más positiva durante los primeros días de aparición en público de la herramienta respaldada por Elon Musk en sus inicios. Sin embargo, ambas compañías se quedan atrás en el rebote protagonizado por las grandes tecnológicas de Wall Street este 2023. Microsoft se anota un alza en lo que va de año del 8% y en los últimos doce meses aún cede un 7%, mientras que Alphabet rebota este 2023 un 7,37% y retrocede un 24,28% en los últimos doce meses. NVIDIA escala en lo que va de año un 67,8%, Meta (Facebook) un 50,67%, Apple un 24,5%, Amazon un 12,4% y Netflix un 9,4%. Las dos primeras compañías, de hecho, ya han borrados sus descensos acumulados en los últimos doce meses gracias al fuerte comienzo de año en el parqué de la Bolsa de Nueva York. La fabricante de chips y componentes informáticos se revaloriza en los últimos doce meses un 12,5% y la red social un 0,25%. ",2023-03-08,Empresas
3,Qualcomm aumentó su dividendo un 7%," A través de un comunicado, Qualcomm dio a conocer que el Directorio aprobó un aumento de dividendos del 7% hasta los USD 0,80 por acción. De esta forma, la tecnológica repartirá USD 3,20 al año por acción, lo que se traduce en una rentabilidad anual de 3,1%, una de las cifras más altas dentro del sector de compañías de crecimiento. ""Nos complace anunciar un aumento en nuestro dividendo trimestral. Seguimos comprometidos con la devolución de capital a los accionistas a través de una política de devolución de capital equilibrada, que incluye una base de recompra de acciones antidilusión"", explicó Cristiano Amon, presidente y director ejecutivo de Qualcomm. En el periodo, Qualcomm registró ingresos por USD 9.456 millones, un 12% menos que en el primer trimestre fiscal del año anterior. A su vez, la ganancia neta cayó interanualmente un 27% hasta los USD 2.684 millones. En cuanto al comportamiento bursátil, sus acciones cayeron un 47% desde el máximo de enero de 2022 hasta el mínimo de noviembre del mismo año. Desde ese punto, se recuperaron un 19% hasta la actualidad. Invertir en Qualcomm desde ArgentinaPara aquellos interesados, desde Argentina se puede invertir en Qualcomm de manera rápida y sencilla. Solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NASDAQ: QCOM), pero se pueden operar en pesos (BCBA: QCOM) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2023-03-08,Empresas
4,"Tras un rally del 50%, este analista de Wall Street recortó la calificación de Tesla"," En lo que va del año, las acciones de Tesla ya crecieron cerca de un 53%, generando ganancias multimillonarias entre el público inversor. No obstante, el rally alcista podría terminarse o estancarse, advierten algunos analistas de Wall Street. En detalle, Adrian Yanoshik, de Berenberg, recortó su calificación desde ""Comprar"" hasta ""Mantener"" debido a la alta valoración relativa de la compañía teniendo en cuenta el tiempo que tardaría en llegar su nuevo vehículo más económico. ""Rebajamos nuestra calificación a Mantener ahora que nuestra tesis de Comprar, basada en temores fuera de lugar de una guerra de precios, parece haber sido aceptada por el mercado"", dijo Yanoshik. ""Argumentamos que Tesla puede tomar participación de mercado con un margen bruto de c25% (excluyendo créditos), que de hecho es hacia donde vemos que se dirigen las expectativas de los inversores para 2024"", añadió. A día de hoy, las acciones de Tesla tienen una relación precio-beneficios futuros (forward PE, por su sigla en inglés) de 46 veces, cuando el S&P 500 cotiza a solo 20 veces. El motivo es que los inversores esperan tasas de crecimiento por encima del mercado debido al auge de los coches eléctricos. No obstante, Yanoshik destacó que, con las tasas de interés creciendo y la competencia de Ford y General motors al alza, la valuación de Tesla deja ""menos espacio para la decepción"". Asimismo, en cuanto al nuevo vehículo más económico que se rumorea, el analista cree que los inversores deben ajustar su línea de tiempo sobre cuándo llegará y cuándo comenzará a contribuir a los beneficios de la empresa de Elon Musk. ""El nuevo segmento de vehículos puede aumentar el tamaño del mercado en un 75%, pero es probable que tome tiempo: mudarse a un segmento de vehículos más pequeño abriría una importante oportunidad de volumen. Modelamos un despliegue lento en el segmento, sin superar una tasa de ejecución de entrega de 1 millón de vehículos hasta 2028"", sostuvo Yanoshik. Invertir en Tesla desde ArgentinaPara aquellos interesados, desde Argentina se puede invertir en Tesla de manera rápida y sencilla. Solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NASDAQ: TSLA), pero se pueden operar en pesos (BCBA: TSLA) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2023-03-08,Empresas
5,Warren Buffett sigue comprando este Cedear y su participación ya supera el 20%," A través de su conglomerado corporativo Berkshire Hathaway, el famoso inversor Warren Buffett volvió a comprar acciones de Occidental Petroleum, aumentando su participación a más del 20%. Según un documento regulatorio, la compañía pagó alrededor de USD 355 millones por 5,8 millones de acciones de la petrolera entre el 3 y el 7 de marzo, llegando a tener alrededor del 22,2% del total. Se trata de la primera compra de Occidental Petroleum desde septiembre de 2022, cuando el Oráculo de Omaha adquirió nominales hasta lograr una participación del 21,4%. Actualmente, Berkshire Hathaway cuenta con más de 200 millones de acciones de la productora y refinadora de crudo valuadas en cerca de USD 12.200 millones, contemplando el último precio de cierre de USD 61, aproximadamente. Si bien las acciones crecieron un 40% el año pasado por la suba del petróleo, el atractivo de la inversión es que también generaría alrededor de USD 144 millones anuales en concepto de dividendos, lo que aumentaría la base de efectivo de Buffett y sus socios. La corporación del magnate también tiene USD 10.000 millones en acciones preferentes de Occidental Petroleum, que ofrecen otros USD 800 millones al año en rentas, además de opciones de compra para adquirir otros USD 5.000 millones en acciones ordinarias. Cómo invertir en Berkshire Hathaway desde ArgentinaPara invertir en Berkshire Hathaway desde Argentina, solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NYSE: BRK.B), pero se pueden operar en pesos (BCBA: BRKB) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2023-03-08,Empresas
6,Todo lo que hay que saber antes de invertir en Mcdonald’s," McDonald's (NYSE:MCD) ha demostrado que la comida rápida puede ser una fuente rentable de ingresos, superando incluso el rendimiento del índice S&P 500 en el último año. Aunque la compañía experimentó una caída del 19% en sus acciones a principios de 2022, logró recuperarse lo suficiente como para terminar el año con una disminución del 2%. Este aumento en el precio de las acciones puede atribuirse en parte a la capacidad de McDonald's para adaptarse a los cambios en el mercado, incluyendo la renovación de sus menús y la modernización de las experiencias digitales. Sin embargo, como con cualquier inversión, existen riesgos asociados y los inversores deben vigilar el rendimiento de McDonald's en relación a las tendencias del mercado antes de tomar decisiones importantes. A pesar de ello, en 2022 la empresa destacó como una excepción al superar al sector de consumo discrecional en un 38%, lo que indica su fortaleza en el mercado. McDonald's también ha aumentado el pago de dividendos a sus inversores en un 2,3%, lo que podría atraer a nuevos inversores y elevar el precio de las acciones. Además, la compañía ha estado centrada en racionalizar sus operaciones y mejorar la eficiencia a través de la tecnología, desde opciones de pedidos móviles hasta la implementación de inteligencia artificial en la gestión de restaurantes. Aunque estas innovaciones son positivas para la compañía, también pueden tener un impacto negativo en el empleo, lo que podría reducir los gastos generales y, en última instancia, impulsar el crecimiento del precio de las acciones. Invertir en acciones de McDonald's puede ser una buena idea para los inversores a largo plazo que diversifican sus carteras, ya que la compañía ha demostrado un crecimiento constante durante décadas y está comprometida con anticiparse a las tendencias del mercado. En cuanto a las perspectivas futuras, McDonald's tiene como objetivo ofrecer opciones de comida más saludable y mejorar su revolución digital a través de sistemas móviles de pedidos y entregas. Sin embargo, es importante tener en cuenta que existen riesgos potenciales asociados a cambios económicos o de preferencias que podrían afectar el rendimiento de las acciones de la empresa. ",2023-03-07,Empresas
7,Los beneficios de BBVA Argentina crecieron un 40% en 2022 ¿Por qué?," El banco BBVA Argentina dio a conocer los resultados financieros de todo el 2022, los cuales exponen un fuerte crecimiento de los beneficios. En primer lugar, la compañía registró un ingreso neto por intereses de $339.440 millones, lo que representa una mejora de más del 40% frente al año anterior. De esta manera, los ingresos operativos netos aumentaron un 35% hasta los $414.408 millones. Por otro lado, el beneficio total del periodo creció año a año un 40% hasta los $57.934 millones, frente a los $41.223 millones anteriores. Así, el retorno sobre el capital (ROE) fue de 17,5%, mientras que el rendimiento sobre los activos (ROA) fue del 3%, cuando en 2021 las cifras fueron de 13,5% y 2%, respectivamente. ""En 2022, el crédito privado en pesos para el sistema creció 66%, mientras que BBVA Argentina incrementó su cartera de crédito privado en pesos en 88%. A pesar de que ni el Banco ni el sistema han superado la inflación, BBVA Argentina logró aumentar su participación de mercado consolidada en el año en 62 pb, alcanzando el 9,10%"", expresó Carmen Morillo Arroyo, directora financiera del banco. ""En cuanto a los depósitos privados, el sistema creció 93% mientras que el Banco creció 86%, nuevamente sin superar la inflación. La participación de mercado consolidada de depósitos de BBVA Argentina fue de 6,64%"", añadió la ejecutiva. Tras los anuncios, las acciones de BBVA Argentina subieron un 2,6% en Wall Street. De esta forma, ajustadas por dividendos, acumulan un crecimiento del 77% en el último año. Invertir en BBVA ArgentinaPara invertir en BBVA desde Argentina de manera sencilla, solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como Bull Market Brokers. Posteriormente, es necesario transferir los fondos deseados desde una cuenta bancaria del mismo titular y dirigirse al panel líder, en donde estará disponible BBVA bajo el ticker ""BBAR"". ",2023-03-07,Empresas
8,Meta recortará miles de empleos esta semana," Meta (ex-Facebook), la compañía de Mark Zuckerberg enfocada en la industria del metaverso, eliminará miles de puestos de trabajo esta semana en una nueva ronda de despidos. De acuerdo a información a la que pudo acceder Bloomberg, la tecnológica se está guiando por objetivos financieros y no por el ""aplanamiento"". En noviembre del 2022, Meta anunció la desvinculación de 11.000 empleados, cerca del 13% de su plantilla, en un esfuerzo de reorganizarse y reducir costos para ser más eficiente. ""Estamos reestructurando equipos para aumentar nuestra eficiencia. Pero estas medidas por sí solas no alinearán nuestros gastos con el crecimiento de nuestros ingresos, por lo que también tomé la difícil decisión de despedir a la gente"", expresó Zuckerberg en aquel entonces. La noticia llegó un mes después de que presentara sus resultados financieros correspondientes al cuarto trimestre de 2022 y la guía para todo el 2023. En el comunicado para accionistas, Meta redujo sus estimaciones de gastos totales hasta el rango de entre USD 89.000 millones y USD 95.000 millones, frente a una proyección anterior de entre USD 94.000 millones y USD 100.000 millones. Tras los últimos anuncios, las acciones de la empresa subieron un 2,3% en Wall Street. De esta forma, ya se recuperaron un 115% desde el mínimo del pasado noviembre. Invertir en Meta desde ArgentinaPara aquellos interesados, desde Argentina se puede invertir en Meta de manera rápida y sencilla. Solo basta con abrir una cuenta comitente en una sociedad de bolsa regulada por la Comisión Nacional de Valores como lo es Bull Market Brokers, proceso gratuito que no llevará más de cinco minutos, y, tras depositar los fondos deseados, adquirir Cedears. Los Cedears o Certificados de Depósito Argentinos son instrumentos que equivalen a comprar la acción subyacente que cotiza en el exterior (NASDAQ: META), pero se pueden operar en pesos (BCBA: META) y siguen la evolución del dólar CCL, por lo que permiten evadir el riesgo argentino y, a la vez, cubrirse de un eventual salto cambiario. ",2023-03-07,Empresas
9,Mastellone registró ganancias tras cuatro años de pérdidas," Mastellone Hermanos, la compañía argentina centrada en la industria láctea, dio a conocer los resultados financieros del 2022, en los cuales se refleja una sólida mejora de beneficios. Concretamente, la empresa reportó un resultado operativo de -$240 millones, contra una pérdida del año anterior de $4.481 millones. Sin embargo, existieron ingresos por inversiones de $4.624 millones. Por este motivo, el beneficio neto del periodo fue de $1.358 millones, la primera cifra positiva tras cuatro años negativos. En 2021, la cifra fue de -$3.025 millones, aproximadamente. A su vez, el flujo de efectivo generado en el ejercicio fue de $2.317 millones, cuando en el ciclo 2021 el total llegó a los -$831 millones. El resultado final se debe, en gran parte, a los más de $10.500 millones correspondientes a un flujo neto por las actividades de la operación. En cuanto a la estructura financiera, Mastellone reportó activos totales por $127.978 millones y un pasivo total de $85.445 millones, generando como resultado un patrimonio neto de $42.532 millones. De cara al futuro, la empresa comunicó: ""El año 2023 será particularmente desafiante dada la situación económica y política del país (inflación, baja del consumo, elecciones presidenciales, etc.). Adicionalmente, la sequía que azota al país, y su impacto en la producción de forrajes, sin duda afectará el volumen y el costo de la producción primaria de leche, particularmente en el primer semestre del año"". ""No obstante, nuestra posición de liderazgo, surtido de productos, y cobertura geográfica que nos permiten llegar y abastecer la demanda de millones de consumidores diariamente ayudarán, sin duda, a sortear los obstáculos que se presenten"", añadió. Invertir en Mastellone HermanosSi bien las acciones de la compañía no cotizan en el mercado de capitales, se pueden adquirir sus obligaciones negociables en el mercado secundario. Actualmente, el bono MTCGO/D rinde por arriba de un 10% anual en dólares y vence en 2026. En este caso, el activo se encuentra bajo ley Nueva York y su renta se distribuye en dólar CCL. ",2023-03-06,Empresas
